617219.89,431642.87,-4.96
617220.26,431642.81,-4.96
617220.59,431642.75,-4.96
617220.96,431642.68,-4.96
617221.31,431642.60,-4.97
617221.67,431642.54,-4.99
617221.97,431642.48,-4.99
617222.31,431642.42,-4.99
617222.65,431642.36,-4.99
617222.95,431642.31,-4.99
617223.29,431642.25,-4.97
617223.59,431642.19,-4.97
617223.88,431642.16,-4.99
617224.21,431642.11,-5.00
617224.53,431642.06,-5.01
617224.79,431642.03,-4.99
617225.10,431642.00,-4.99
617225.40,431641.97,-4.98
617225.70,431641.93,-4.97
617225.96,431641.91,-4.97
617226.24,431641.89,-4.98
617226.53,431641.85,-4.99
617226.81,431641.82,-4.99
617227.05,431641.79,-4.99
617227.31,431641.76,-5.02
617227.57,431641.73,-5.03
617227.81,431641.70,-5.03
617228.08,431641.67,-5.02
617228.33,431641.63,-5.02
617228.57,431641.59,-5.04
617228.82,431641.56,-5.05
617229.07,431641.52,-5.05
617229.29,431641.48,-5.05
617229.54,431641.44,-5.06
617229.78,431641.41,-5.07
617230.03,431641.36,-5.08
617230.25,431641.33,-5.08
617230.48,431641.30,-5.08
617230.73,431641.27,-5.08
617230.96,431641.24,-5.09
617231.16,431641.22,-5.09
617231.39,431641.19,-5.11
617231.63,431641.17,-5.13
617231.85,431641.15,-5.14
617232.05,431641.13,-5.15
617232.29,431641.10,-5.17
617232.53,431641.08,-5.18
617232.74,431641.06,-5.18
617232.98,431641.03,-5.17
617233.19,431641.02,-5.17
617233.42,431641.00,-5.18
617233.63,431640.98,-5.18
617233.86,431640.95,-5.18
617234.06,431640.92,-5.18
617234.30,431640.90,-5.19
617234.51,431640.87,-5.19
617234.74,431640.84,-5.19
617234.95,431640.82,-5.18
617235.18,431640.79,-5.18
617235.42,431640.76,-5.15
617235.64,431640.72,-5.14
617235.88,431640.69,-5.14
617236.11,431640.65,-5.13
617236.34,431640.61,-5.14
617236.55,431640.57,-5.15
617236.79,431640.54,-5.15
617237.00,431640.50,-5.15
617237.24,431640.46,-5.15
617237.48,431640.43,-5.14
617237.72,431640.39,-5.14
617237.95,431640.35,-5.14
617238.19,431640.31,-5.14
617238.42,431640.29,-5.14
617238.66,431640.27,-5.14
617238.88,431640.24,-5.15
617239.14,431640.20,-5.16
617239.37,431640.17,-5.17
617239.60,431640.14,-5.17
617239.84,431640.12,-5.17
617240.08,431640.09,-5.16
617240.33,431640.05,-5.14
617240.54,431640.03,-5.13
617240.80,431640.01,-5.13
617241.07,431639.98,-5.11
617241.33,431639.94,-5.11
617241.56,431639.92,-5.11
617241.81,431639.90,-5.10
617242.05,431639.87,-5.10
617242.31,431639.84,-5.08
617242.57,431639.82,-5.06
617242.84,431639.80,-5.03
617243.06,431639.78,-5.02
617243.33,431639.76,-5.00
617243.60,431639.73,-4.98
617243.87,431639.69,-4.96
617244.11,431639.66,-4.95
617244.36,431639.64,-4.94
617244.61,431639.61,-4.93
617244.85,431639.57,-4.93
617245.12,431639.53,-4.92
617245.38,431639.48,-4.91
617245.65,431639.44,-4.90
617245.89,431639.40,-4.89
617246.17,431639.37,-4.88
617246.41,431639.31,-4.87
617246.67,431639.25,-4.85
617246.95,431639.20,-4.85
617247.22,431639.16,-4.82
617247.48,431639.12,-4.81
617247.75,431639.07,-4.80
617248.04,431639.02,-4.79
617248.32,431638.99,-4.77
617248.58,431638.95,-4.76
617248.88,431638.91,-4.74
617249.16,431638.87,-4.72
617249.43,431638.84,-4.71
617249.73,431638.81,-4.69
617250.03,431638.79,-4.67
617250.31,431638.77,-4.65
617250.58,431638.74,-4.62
617250.90,431638.71,-4.61
617251.21,431638.70,-4.61
617251.51,431638.69,-4.60
617251.78,431638.68,-4.60
617252.09,431638.66,-4.59
617252.37,431638.65,-4.59
617252.69,431638.63,-4.58
617253.01,431638.62,-4.57
617253.31,431638.61,-4.56
617253.60,431638.59,-4.56
617253.92,431638.57,-4.55
617254.26,431638.54,-4.57
617254.54,431638.52,-4.59
617254.86,431638.48,-4.59
617255.18,431638.46,-4.58
617255.50,431638.42,-4.58
617255.81,431638.39,-4.56
617256.12,431638.34,-4.55
617256.45,431638.29,-4.56
617256.76,431638.25,-4.56
617257.10,431638.20,-4.55
617257.42,431638.15,-4.56
617257.71,431638.10,-4.56
617258.05,431638.04,-4.56
617258.39,431637.97,-4.55
617258.70,431637.90,-4.55
617259.03,431637.83,-4.55
617259.36,431637.76,-4.55
617259.71,431637.69,-4.55
617260.02,431637.64,-4.57
617260.37,431637.54,-4.56
617260.71,431637.46,-4.56
617261.06,431637.39,-4.55
617261.38,431637.33,-4.54
617261.74,431637.26,-4.52
617262.10,431637.18,-4.52
617262.41,431637.12,-4.51
617262.77,431637.07,-4.49
617263.12,431637.02,-4.47
617263.50,431636.96,-4.45
617263.83,431636.90,-4.43
617264.19,431636.85,-4.42
617264.53,431636.82,-4.40
617264.88,431636.77,-4.39
617265.27,431636.73,-4.37
617265.62,431636.69,-4.36
617265.94,431636.66,-4.35
617266.31,431636.62,-4.32
617266.71,431636.58,-4.28
617267.05,431636.55,-4.28
617267.39,431636.52,-4.28
617267.76,431636.49,-4.27
617268.14,431636.43,-4.24
617268.49,431636.38,-4.25
617268.85,431636.33,-4.26
617269.22,431636.28,-4.27
617269.60,431636.22,-4.28
617269.93,431636.15,-4.29
617270.29,431636.08,-4.32
617270.65,431636.00,-4.37
617270.99,431635.93,-4.38
617271.35,431635.84,-4.38
617271.73,431635.75,-4.37
617272.06,431635.66,-4.40
617272.43,431635.55,-4.39
617272.80,431635.44,-4.39
617273.13,431635.35,-4.37
617273.52,431635.23,-4.37
617273.88,431635.12,-4.37
617274.26,431635.01,-4.38
617274.60,431634.91,-4.38
617274.96,431634.81,-4.38
617275.34,431634.71,-4.39
617275.72,431634.60,-4.42
617276.05,431634.51,-4.43
617276.43,431634.43,-4.44
617276.81,431634.34,-4.43
617277.15,431634.28,-4.43
617277.51,431634.21,-4.38
617277.88,431634.17,-4.37
617278.25,431634.06,-4.35
617278.64,431633.99,-4.34
617279.01,431633.94,-4.33
617279.33,431633.90,-4.32
617279.71,431633.83,-4.32
617280.09,431633.78,-4.32
617280.47,431633.72,-4.34
617280.81,431633.66,-4.37
617281.22,431633.59,-4.38
617281.60,431633.52,-4.45
617281.96,431633.47,-4.45
617282.35,431633.40,-4.46
617282.74,431633.32,-4.46
617283.13,431633.23,-4.46
617283.48,431633.15,-4.46
617283.89,431633.06,-4.45
617284.28,431632.96,-4.44
617284.69,431632.86,-4.43
617285.06,431632.77,-4.43
617285.47,431632.66,-4.43
617285.83,431632.57,-4.44
617286.23,431632.46,-4.47
617286.64,431632.35,-4.48
617287.05,431632.25,-4.49
617287.43,431632.15,-4.50
617287.85,431632.05,-4.51
617288.27,431631.95,-4.50
617288.65,431631.85,-4.52
617289.08,431631.75,-4.51
617289.53,431631.63,-4.51
617289.94,431631.54,-4.51
617290.33,431631.44,-4.52
617290.77,431631.35,-4.54
617291.21,431631.26,-4.55
617291.67,431631.17,-4.58
617292.06,431631.09,-4.58
617292.50,431631.00,-4.59
617292.92,431630.90,-4.63
617293.38,431630.81,-4.65
617293.85,431630.71,-4.64
617294.30,431630.62,-4.65
617294.73,431630.54,-4.65
617295.20,431630.44,-4.67
617295.70,431630.35,-4.66
617296.13,431630.26,-4.67
617296.61,431630.16,-4.66
617297.11,431630.06,-4.66
617297.61,431629.97,-4.65
617298.05,431629.88,-4.69
617298.55,431629.78,-4.70
617299.05,431629.67,-4.68
617299.58,431629.57,-4.68
617300.05,431629.46,-4.71
617300.56,431629.35,-4.75
617301.07,431629.25,-4.79
617301.55,431629.14,-4.84
617302.08,431629.02,-4.87
617302.63,431628.89,-4.91
617303.10,431628.78,-4.92
617303.62,431628.67,-4.91
617304.15,431628.55,-4.91
617304.62,431628.44,-4.89
617305.16,431628.31,-4.88
617305.68,431628.19,-4.88
617306.19,431628.07,-4.91
617306.67,431627.96,-4.94
617307.19,431627.83,-4.99
617307.72,431627.70,-5.02
617308.23,431627.58,-5.03
617308.71,431627.46,-5.01
617309.23,431627.33,-5.00
617309.77,431627.20,-4.96
617310.21,431627.09,-4.95
617310.76,431626.96,-4.93
617311.29,431626.84,-4.96
617311.76,431626.74,-4.98
617312.30,431626.62,-5.03
617312.82,431626.49,-5.09
617313.28,431626.40,-5.14
617313.80,431626.30,-5.17
617314.33,431626.20,-5.18
617314.86,431626.11,-5.15
617315.34,431626.02,-5.16
617315.87,431625.91,-5.16
617316.38,431625.84,-5.13
617316.92,431625.74,-5.10
617317.37,431625.67,-5.09
617317.90,431625.57,-5.10
617318.41,431625.48,-5.11
617318.88,431625.40,-5.13
617319.40,431625.32,-5.11
617319.93,431625.23,-5.10
617320.45,431625.12,-5.16
617320.89,431625.03,-5.20
617321.44,431624.92,-5.23
617321.91,431624.82,-5.24
617322.42,431624.71,-5.23
617322.96,431624.60,-5.21
617323.49,431624.49,-5.20
617324.00,431624.37,-5.15
617324.50,431624.24,-5.16
617325.03,431624.12,-5.20
617325.55,431623.98,-5.21
617326.03,431623.86,-5.23
617326.58,431623.73,-5.27
617327.11,431623.60,-5.31
617327.59,431623.48,-5.33
617328.13,431623.35,-5.30
617328.68,431623.22,-5.25
617329.22,431623.09,-5.23
617329.69,431622.98,-5.20
617330.21,431622.86,-5.16
617330.75,431622.73,-5.13
617331.24,431622.62,-5.11
617331.79,431622.50,-5.12
617332.32,431622.39,-5.12
617332.79,431622.28,-5.13
617333.32,431622.18,-5.12
617333.87,431622.08,-5.12
617334.35,431621.99,-5.13
617334.92,431621.88,-5.14
617335.44,431621.79,-5.15
617336.00,431621.69,-5.15
617336.49,431621.59,-5.16
617337.02,431621.49,-5.16
617337.56,431621.40,-5.17
617338.11,431621.29,-5.17
617338.61,431621.20,-5.15
617339.13,431621.09,-5.12
617339.67,431620.99,-5.11
617340.24,431620.87,-5.10
617340.74,431620.76,-5.08
617341.31,431620.65,-5.07
617341.80,431620.54,-5.05
617342.35,431620.41,-5.04
617342.88,431620.30,-5.02
617343.39,431620.19,-4.99
617343.94,431620.07,-4.97
617344.47,431619.94,-4.97
617345.03,431619.80,-4.97
617345.51,431619.69,-4.96
617346.10,431619.55,-4.96
617346.64,431619.42,-4.96
617347.17,431619.29,-4.96
617347.66,431619.16,-4.98
617348.21,431619.04,-4.97
617348.78,431618.90,-4.96
617349.24,431618.81,-4.95
617349.80,431618.68,-4.94
617350.35,431618.57,-4.92
617350.91,431618.45,-4.91
617351.38,431618.34,-4.90
617351.93,431618.23,-4.89
617352.46,431618.13,-4.90
617353.00,431618.02,-4.92
617353.56,431617.90,-4.95
617354.10,431617.79,-4.96
617354.59,431617.71,-4.96
617355.15,431617.61,-4.94
617355.71,431617.50,-4.93
617356.26,431617.38,-4.93
617356.73,431617.29,-4.92
617357.27,431617.17,-4.91
617357.82,431617.05,-4.90
617358.31,431616.94,-4.91
617358.85,431616.82,-4.93
617359.36,431616.69,-4.94
617359.89,431616.56,-4.95
617360.36,431616.46,-4.93
617360.91,431616.33,-4.93
617361.37,431616.23,-4.93
617361.89,431616.09,-4.93
617362.40,431615.96,-4.93
617362.93,431615.83,-4.93
617363.39,431615.72,-4.93
617363.88,431615.60,-4.94
617364.40,431615.47,-4.95
617364.94,431615.34,-4.97
617365.40,431615.22,-4.98
617365.92,431615.09,-4.99
617366.42,431614.97,-4.99
617366.88,431614.86,-4.99
617367.40,431614.74,-5.00
617367.92,431614.61,-5.01
617368.43,431614.49,-5.01
617368.88,431614.38,-5.03
617369.38,431614.25,-5.03
617369.89,431614.11,-5.05
617370.41,431613.99,-5.06
617370.87,431613.88,-5.07
617371.39,431613.75,-5.07
617371.85,431613.63,-5.07
617372.37,431613.50,-5.06
617372.86,431613.38,-5.07
617373.35,431613.25,-5.08
617373.80,431613.14,-5.09
617374.29,431613.02,-5.09
617374.81,431612.89,-5.11
617375.23,431612.79,-5.12
617375.72,431612.68,-5.15
617376.22,431612.56,-5.17
617376.71,431612.43,-5.18
617377.17,431612.33,-5.19
617377.65,431612.22,-5.20
617378.12,431612.10,-5.21
617378.61,431611.98,-5.23
617379.07,431611.86,-5.25
617379.55,431611.74,-5.26
617379.97,431611.64,-5.26
617380.46,431611.53,-5.27
617380.93,431611.41,-5.28
617381.43,431611.29,-5.29
617381.84,431611.18,-5.30
617382.33,431611.05,-5.31
617382.81,431610.91,-5.33
617383.24,431610.81,-5.34
617383.71,431610.69,-5.35
617384.18,431610.58,-5.37
617384.65,431610.47,-5.38
617385.08,431610.36,-5.39
617385.57,431610.24,-5.41
617386.04,431610.13,-5.42
617386.48,431610.02,-5.43
617386.92,431609.91,-5.44
617387.38,431609.80,-5.44
617387.87,431609.71,-5.44
617388.28,431609.62,-5.45
617388.73,431609.52,-5.46
617389.21,431609.42,-5.47
617389.61,431609.33,-5.48
617390.08,431609.22,-5.48
617390.53,431609.13,-5.50
617390.95,431609.05,-5.51
617391.41,431608.95,-5.53
617391.88,431608.84,-5.55
617392.31,431608.75,-5.56
617392.70,431608.66,-5.58
617393.16,431608.56,-5.60
617393.61,431608.46,-5.62
617394.06,431608.35,-5.63
617394.45,431608.26,-5.64
617394.89,431608.16,-5.66
617395.35,431608.05,-5.67
617395.75,431607.96,-5.67
617396.20,431607.86,-5.67
617396.63,431607.76,-5.68
617397.01,431607.66,-5.68
617397.47,431607.54,-5.69
617397.91,431607.44,-5.71
617398.31,431607.35,-5.72
617398.71,431607.26,-5.73
617399.15,431607.14,-5.75
617399.57,431607.05,-5.77
617399.98,431606.93,-5.78
617400.41,431606.83,-5.80
617400.83,431606.73,-5.82
617401.26,431606.63,-5.83
617401.64,431606.54,-5.83
617402.08,431606.41,-5.84
617402.49,431606.32,-5.85
617402.87,431606.23,-5.85
617403.28,431606.12,-5.86
617403.71,431606.02,-5.87
617404.11,431605.91,-5.88
617404.47,431605.82,-5.89
617404.89,431605.71,-5.90
617405.26,431605.62,-5.91
617405.68,431605.52,-5.92
617406.10,431605.40,-5.94
617406.50,431605.29,-5.96
617406.86,431605.20,-5.96
617407.25,431605.09,-5.97
617407.66,431604.97,-5.99
617408.07,431604.85,-6.00
617408.44,431604.75,-6.01
617408.83,431604.63,-6.02
617409.24,431604.51,-6.03
617409.58,431604.41,-6.03
617409.97,431604.29,-6.04
617410.37,431604.16,-6.06
617410.77,431604.05,-6.07
617411.13,431603.93,-6.07
617411.52,431603.81,-6.09
617411.91,431603.70,-6.10
617412.27,431603.60,-6.10
617412.66,431603.49,-6.11
617413.06,431603.36,-6.14
617413.41,431603.25,-6.14
617413.82,431603.12,-6.16
617414.21,431603.01,-6.17
617414.60,431602.90,-6.19
617414.95,431602.79,-6.19
617415.33,431602.69,-6.20
617415.73,431602.57,-6.21
617416.10,431602.44,-6.21
617416.48,431602.33,-6.22
617416.84,431602.22,-6.22
617417.23,431602.10,-6.23
617417.60,431601.99,-6.23
617417.99,431601.86,-6.24
617418.37,431601.75,-6.25
617418.75,431601.64,-6.26
617419.08,431601.53,-6.27
617419.45,431601.40,-6.29
617419.81,431601.29,-6.30
617420.19,431601.17,-6.31
617420.56,431601.05,-6.33
617420.95,431600.93,-6.33
617421.28,431600.84,-6.35
617421.68,431600.72,-6.37
617422.06,431600.60,-6.39
617422.46,431600.48,-6.39
617422.81,431600.39,-6.40
617423.20,431600.29,-6.41
617423.59,431600.18,-6.43
617423.90,431600.10,-6.43
617424.34,431599.99,-6.44
617424.75,431599.88,-6.47
617425.15,431599.78,-6.47
617425.50,431599.69,-6.46
617425.89,431599.58,-6.48
617426.30,431599.48,-6.49
617426.66,431599.39,-6.49
617427.09,431599.27,-6.52
617427.47,431599.17,-6.53
617427.82,431599.08,-6.53
617428.21,431598.97,-6.54
617428.60,431598.88,-6.56
617428.96,431598.78,-6.56
617429.36,431598.68,-6.59
617429.76,431598.57,-6.60
617430.15,431598.46,-6.61
617430.50,431598.36,-6.61
617430.90,431598.27,-6.64
617431.29,431598.18,-6.64
617431.69,431598.07,-6.66
617432.03,431597.98,-6.67
617432.45,431597.89,-6.70
617432.84,431597.81,-6.70
617433.22,431597.73,-6.71
617433.58,431597.64,-6.72
617433.98,431597.56,-6.73
617434.37,431597.47,-6.74
617434.77,431597.39,-6.74
617435.20,431597.31,-6.74
617435.60,431597.23,-6.75
617435.98,431597.14,-6.75
617436.40,431597.06,-6.76
617436.81,431596.99,-6.76
617437.24,431596.91,-6.77
617437.61,431596.82,-6.79
617438.07,431596.72,-6.82
617438.49,431596.65,-6.84
617438.87,431596.57,-6.88
617439.30,431596.47,-6.91
617439.73,431596.38,-6.94
617440.16,431596.30,-6.97
617440.55,431596.23,-7.00
617440.98,431596.15,-7.02
617441.40,431596.07,-7.03
617441.80,431596.00,-7.04
617442.23,431595.92,-7.05
617442.65,431595.84,-7.05
617443.06,431595.76,-7.06
617443.48,431595.69,-7.07
617443.93,431595.61,-7.09
617444.35,431595.52,-7.10
617444.72,431595.45,-7.11
617445.17,431595.36,-7.14
617445.62,431595.28,-7.17
617446.06,431595.20,-7.19
617446.45,431595.12,-7.21
617446.88,431595.04,-7.23
617447.33,431594.95,-7.24
617447.73,431594.87,-7.25
617448.16,431594.78,-7.27
617448.60,431594.70,-7.29
617449.06,431594.61,-7.29
617449.45,431594.54,-7.31
617449.92,431594.46,-7.32
617450.32,431594.38,-7.35
617450.79,431594.31,-7.37
617451.25,431594.24,-7.40
617451.72,431594.16,-7.43
617452.14,431594.09,-7.45
617452.59,431594.01,-7.47
617453.06,431593.93,-7.49
617453.54,431593.86,-7.50
617453.97,431593.79,-7.53
617454.46,431593.71,-7.54
617454.94,431593.63,-7.56
617455.38,431593.55,-7.57
617455.87,431593.46,-7.59
617456.37,431593.39,-7.62
617456.86,431593.32,-7.64
617457.27,431593.24,-7.68
617457.78,431593.14,-7.72
617458.27,431593.05,-7.74
617458.70,431592.98,-7.77
617459.18,431592.90,-7.80
617459.68,431592.80,-7.82
617460.12,431592.72,-7.85
617460.61,431592.63,-7.87
617461.10,431592.55,-7.90
617461.58,431592.46,-7.93
617462.03,431592.36,-7.97
617462.51,431592.27,-7.99
617463.04,431592.16,-8.02
617463.46,431592.08,-8.05
617463.96,431591.98,-8.07
617464.47,431591.86,-8.10
617465.00,431591.74,-8.12
617465.49,431591.63,-8.14
617465.98,431591.53,-8.16
617466.49,431591.43,-8.20
617466.99,431591.32,-8.25
617467.46,431591.21,-8.33
617467.97,431591.11,-8.39
617468.49,431591.00,-8.45
617468.96,431590.90,-8.47
617469.47,431590.80,-8.50
617469.99,431590.70,-8.51
617470.44,431590.61,-8.53
617470.94,431590.51,-8.55
617471.46,431590.41,-8.57
617471.98,431590.31,-8.61
617472.46,431590.23,-8.64
617472.96,431590.14,-8.68
617473.49,431590.04,-8.71
617474.01,431589.94,-8.74
617474.49,431589.86,-8.79
617475.02,431589.77,-8.83
617475.54,431589.69,-8.87
617476.08,431589.58,-8.90
617476.54,431589.50,-8.94
617477.09,431589.43,-8.99
617477.55,431589.36,-9.04
617478.09,431589.26,-9.08
617478.63,431589.19,-9.13
617479.16,431589.10,-9.16
617479.66,431589.03,-9.21
617480.16,431588.96,-9.26
617480.69,431588.87,-9.28
617481.17,431588.80,-9.30
617481.71,431588.70,-9.33
617482.25,431588.61,-9.36
617482.77,431588.52,-9.41
617483.25,431588.43,-9.45
617483.77,431588.34,-9.48
617484.30,431588.25,-9.53
617484.77,431588.16,-9.56
617485.29,431588.06,-9.61
617485.80,431587.96,-9.63
617486.32,431587.85,-9.65
617486.79,431587.75,-9.67
617487.32,431587.63,-9.71
617487.81,431587.53,-9.74
617488.33,431587.43,-9.78
617488.88,431587.30,-9.81
617489.39,431587.20,-9.85
617489.84,431587.11,-9.89
617490.37,431587.01,-9.93
617490.90,431586.91,-9.97
617491.38,431586.81,-10.01
617491.91,431586.70,-10.04
617492.43,431586.61,-10.07
617492.98,431586.52,-10.10
617493.46,431586.45,-10.13
617494.01,431586.35,-10.15
617494.53,431586.27,-10.18
617495.00,431586.20,-10.20
617495.54,431586.11,-10.23
617496.07,431586.04,-10.28
617496.59,431585.96,-10.29
617497.07,431585.90,-10.32
617497.60,431585.82,-10.37
617498.05,431585.76,-10.39
617498.59,431585.69,-10.45
617499.12,431585.62,-10.48
617499.62,431585.56,-10.53
617500.08,431585.50,-10.57
617500.59,431585.43,-10.60
617501.11,431585.36,-10.61
617501.56,431585.29,-10.62
617502.06,431585.22,-10.65
617502.57,431585.14,-10.69
617503.11,431585.06,-10.76
617503.55,431584.99,-10.78
617504.05,431584.91,-10.79
617504.58,431584.80,-10.83
617505.05,431584.72,-10.85
617505.58,431584.62,-10.89
617506.09,431584.52,-10.92
617506.56,431584.42,-10.96
617507.08,431584.33,-10.98
617507.62,431584.23,-11.06
617508.08,431584.13,-11.07
617508.57,431584.03,-11.11
617509.09,431583.92,-11.15
617509.55,431583.83,-11.16
617510.09,431583.71,-11.18
617510.60,431583.60,-11.20
617511.12,431583.49,-11.23
617511.58,431583.40,-11.22
617512.07,431583.27,-11.25
617512.59,431583.16,-11.27
617513.06,431583.06,-11.29
617513.56,431582.94,-11.34
617514.07,431582.82,-11.38
617514.58,431582.70,-11.39
617515.06,431582.59,-11.41
617515.55,431582.49,-11.44
617516.01,431582.38,-11.45
617516.54,431582.25,-11.50
617517.06,431582.13,-11.54
617517.50,431582.02,-11.58
617518.00,431581.91,-11.61
617518.54,431581.80,-11.66
617519.04,431581.68,-11.70
617519.51,431581.56,-11.72
617520.01,431581.44,-11.75
617520.51,431581.32,-11.77
617521.22,431581.64,-11.82
617521.69,431581.59,-11.85
617522.22,431581.54,-11.89
617522.80,431581.49,-11.92
617523.34,431581.44,-11.95
617523.84,431581.38,-11.99
617524.37,431581.33,-12.02
617524.91,431581.28,-12.05
617525.39,431581.24,-12.08
617525.94,431581.18,-12.10
617526.45,431581.13,-12.13
617526.99,431581.08,-12.16
617527.56,431581.02,-12.20
617528.11,431580.97,-12.23
617528.61,431580.92,-12.27
617529.16,431580.87,-12.30
617529.69,431580.82,-12.32
617530.25,431580.77,-12.37
617530.75,431580.71,-12.38
617531.32,431580.66,-12.41
617531.86,431580.63,-12.46
617532.36,431580.60,-12.48
617532.93,431580.54,-12.51
617533.52,431580.49,-12.56
617534.08,431580.45,-12.59
617534.57,431580.42,-12.61
617535.15,431580.38,-12.65
617535.73,431580.35,-12.71
617536.23,431580.31,-12.71
617536.80,431580.27,-12.76
617537.36,431580.24,-12.79
617537.87,431580.20,-12.80
617538.44,431580.15,-12.86
617539.01,431580.11,-12.89
617539.51,431580.08,-12.90
617540.09,431580.04,-12.94
617540.64,431580.01,-12.98
617541.24,431579.96,-13.01
617541.75,431579.92,-13.02
617542.30,431579.88,-13.06
617542.89,431579.83,-13.09
617543.40,431579.79,-13.12
617543.99,431579.74,-13.15
617544.56,431579.71,-13.17
617545.16,431579.67,-13.21
617545.69,431579.64,-13.24
617546.27,431579.59,-13.27
617546.88,431579.54,-13.29
617547.39,431579.51,-13.32
617547.98,431579.47,-13.35
617548.60,431579.43,-13.38
617549.11,431579.40,-13.40
617549.71,431579.36,-13.44
617550.29,431579.31,-13.47
617550.84,431579.27,-13.50
617551.43,431579.22,-13.53
617552.04,431579.18,-13.55
617552.63,431579.13,-13.58
617553.14,431579.08,-13.61
617553.75,431579.03,-13.63
617554.34,431578.98,-13.66
617554.89,431578.95,-13.69
617555.50,431578.91,-13.73
617556.09,431578.85,-13.75
617556.69,431578.82,-13.78
617557.23,431578.79,-13.81
617557.84,431578.74,-13.83
617558.37,431578.71,-13.86
617559.00,431578.67,-13.89
617559.60,431578.64,-13.92
617560.15,431578.60,-13.94
