profile_name,Origin_X,Origin_Y,Azimuth
LI043,"432,133.29","105,179.53",128.98
LI044,"431,803.30","104,882.40",138
LI045,"431,335.79","104,728.19",161.99
LI046,"431,094.49","104,627.23",193.73
SM002,"433,459.90","99,725.55",123.29
SM003,"433,466.70","99,644.36",115.35
SM004,"433,252.60","99,192.52",115.35
SM005,"433,130.50","98,934.91",122.56
SM006,"433,038.50","98,740.67",115.35
SM007,"432,883.00","98,412.61",124.1
SM008,"432,807.90","98,298.16",123.83
SM009,"432,557.54","97,924.23",123.83
SM010,"432,423.60","97,724.80",123.88
SM011,"432,251.20","97,467.50",123.83
SM012,"431,972.80","97,052.17",123.83
SM013,"431,846.20","96,881.38",123.6
SM014,"431,670.60","96,653.95",127.66
SM015,"431,442.90","96,358.97",124.58
SM016,"431,365.10","96,258.14",127.66
SM017,"431,059.60","95,862.34",127.66
SM018,"430,533.40","95,287.40",123.42
SM060,"430,135.39","94,958.79",127.1
SM019,"429,806.50","94,687.24",126.6
SM061,"429,364.82","94,321.45",127.1
SM020,"428,931.40","93,943.37",127.58
SM062,"428,611.27","93,664.07",127.3
SM021,"428,460.60","93,532.60",138.9
SM063,"428,083.78","93,203.90",127.3
SM022,"427,145.80","92,057.13",126.95
SM064,"426,836.48","91,647.13",127
SM065,"426,535.32","91,248.00",127
SM066,"426,234.16","90,848.87",127
SM023,"425,933.10","90,449.82",127.04
SM024,"424,806.40","88,952.10",123.75
SM025,"423,478.30","86,837.89",120.1
SM026,"423,143.70","86,305.31",122.14
SM027,"422,638.70","85,442.68",118.67
SM028,"422,159.00","84,565.26",118.67
SM029,"421,919.20","84,126.55",115.16
SM030,"421,709.00","83,671.58",115.16
SM031,"421,496.90","83,219.98",115.16
SM032,"421,284.30","82,767.43",115.16
SM033,"421,071.70","82,314.88",115.16
SM034,"420,827.30","81,879.63",122.02
SM035,"420,562.20","81,455.70",122.02
SM036,"420,297.10","81,031.77",122.02
SM037,"420,032.00","80,607.83",122.02
SM038,"419,760.70","80,187.91",123.44
SM039,"419,485.20","79,770.65",123.44
SM040,"419,209.70","79,353.40",123.44
SM041,"418,934.20","78,936.15",123.44
SM042,"418,663.70","78,515.57",122.42
SM043,"418,395.70","78,093.49",122.42
SM044,"418,127.60","77,671.40",122.42
SM045,"417,852.60","77,254.02",124.82
SM046,"417,567.10","76,843.56",124.82
SM047,"417,281.60","76,433.09",124.82
SM048,"416,996.10","76,022.62",124.82
SM049,"416,719.90","75,629.96",117.1
SM050,"416,416.40","75,207.79",125.71
SM051,"416,124.60","74,801.80",125.71
SM052,"415,832.70","74,395.82",125.71
SM053,"415,576.00","73,969.11",115.38
SM054,"415,361.70","73,517.37",115.38
SM055,"415,147.70","73,065.48",115.38
SM056,"414,933.00","72,613.90",115.38
SM057,"413,867.55","72,955.81",217.29
SM058,"413,994.93","72,775.77",196.92
SM059,"414,212.40","72,723.01",176.68
WW01,"409,600.57","63,276.17",55.167
WW02,"409,994.81","62,356.73",65.167
WW03,"410,566.17","61,535.98",85.167
WW04,"410,609.74","61,439.60",133
WW05,"410,050.71","60,850.02",133
WW06,"409,389.08","60,331.73",133
WW07,"409,045.93","59,983.76",133.5
WW08,"408,646.96","59,579.19",133.5
WW09,"408,103.39","59,028.00",133.5
WW10,"407,520.73","58,437.17",133.5
WW11,"407,065.70","58,110.57",134
WW12,"406,388.97","57,628.34",134
WW13,"405,633.22","57,246.81",134
WW14,"405,082.13","56,972.64",136
WW15,"404,461.33","56,570.57",136
WW16,"403,994.58","56,261.38",136
WW17,"403,456.58","55,752.41",138
WW18,"402,904.93","55,230.53",138
WW19,"402,385.58","54,739.20",138
WW20,"401,906.22","54,405.63",139.5
WW21,"401,215.08","53,946.88",139.5
WW22,"400,651.36","53,421.92",139.5
WW23,"400,077.35","52,887.38",139.5
WW24,"399,626.82","52,467.82",138
WW25,"399,165.24","52,037.99",138
WW26,"398,748.63","51,650.03",138
WW27,"398,163.18","51,104.83",138
WW28,"397,659.59","50,635.86",138
WW29,"397,138.63","50,150.73",138
WW30,"396,714.27","49,727.07",138
WW31,"396,238.94","49,218.95",138
WW32,"395,826.17","48,777.71",135.5
WW33,"395,347.97","48,266.51",135.5
WW34,"394,921.00","47,810.09",135.5
WW35,"394,459.87","47,317.15",134.5
WW36,"394,041.77","46,887.22",134.5
WW37,"393,571.43","46,450.07",134.5
WW38,"393,089.55","46,002.19",133
WW39,"392,723.31","45,661.80",133
WW40,"392,307.33","45,275.18",133
WW41,"391,849.61","44,839.38",133
WW42,"391,374.95","44,367.11",133
WW43,"390,308.20","43,331.09",131
WW44,"389,322.73","42,460.97",130
WW45,"388,406.87","41,300.91",130
WW46,"387,741.09","40,255.00",130
CM001,"385,531.51","41,162.12",150.44
CM003,"384,816.01","40,814.52",165.18
CM004,"384,042.61","40,609.92",165.18
CM005,"383,084.71","40,320.52",163.19
CM006,"382,127.71","40,031.42",163.29
CM007,"381,553.81","39,859.12",163.29
CM008,"381,170.71","39,744.12",163.29
CM009,"380,846.81","38,740.62",163
CM010,"380,189.71","38,284.22",163
CM011,"379,797.11","37,788.22",162.61
CM012,"379,224.51","37,609.02",162.61
CM013,"377,825.81","37,071.12",157.25
CM014,"376,719.51","36,605.82",157.16
CM015,"376,074.51","36,334.12",157.16
CM016,"375,705.91","36,178.82",157.16
CM018,"374,945.61","35,944.02",168.84
CM019,"374,356.91","35,827.92",168.84
CM020,"373,965.21","35,746.02",168.18
CM022,"372,776.71","35,603.02",177.17
CM023,"372,477.51","35,588.12",177.17
CM024,"371,578.11","35,547.22",177.95
CM026,"370,778.91","35,518.62",177.95
CM027,"370,179.11","35,497.12",177.95
CM028,"369,579.51","35,475.52",177.95
CM029,"369,179.81","35,461.22",177.95
CM030,"368,780.01","35,447.02",177.95
CMM00,"368,523.71","35,532.52",193.35
CMM01,"368,356.91","35,896.02",193.35
CMM03,"367,999.81","36,169.32",193.35
CMM04,"367,513.31","36,284.72",193.35
CMM05,"367,026.81","36,400.22",193.35
CMM07,"366,053.81","36,631.12",193.35
CMM08,"365,561.21","36,706.62",184.15
CMM10,"364,563.81","36,779.02",184.15
CMM12,"363,568.71","36,695.42",174.39
CMM14,"362,591.71","36,482.82",167.26
CMM15,"362,104.71","36,372.72",167.26
CMM16,"361,620.51","36,247.52",164.76
CMM17,"361,367.21","36,178.52",172.77
CMM18,"361,104.81","36,160.42",180.78
CMP19,"361,005.61","36,224.42",180.78
CMP20,"360,864.81","36,315.32",186.87
CMP21,"360,679.51","36,144.12",192.9
CMP22,"360,590.11","36,201.82",192.83
CMP23,"360,443.81","36,296.22",199.04
CMP24,"360,305.11","36,385.62",205.14
CMP25,"360,220.41","36,440.32",205.13
CMP26,"360,074.11","36,534.72",208.91
CMP27,"359,929.31","36,628.12",212.66
CMP28,"359,845.31","36,682.32",212.59
CMP29,"359,684.21","36,786.32",214.39
CMP30,"359,522.61","36,890.52",216.21
CMP31,"359,479.01","37,147.22",217.91
CMP32,"359,427.01","37,242.92",217.91
CMP33,"359,285.41","37,334.32",223.06
CMP34,"359,139.21","37,428.62",228.21
CMP35,"358,985.51","37,527.72",233.27
CMP36,"358,895.71","37,585.62",233.17
CMP37,"358,984.11","37,860.52",236.83
CMP38,"358,888.11","37,998.52",240.35
CMP39,"358,790.81","38,138.22",243.93
OW01,"201,601.82","260,717.39",315.692
OW02,"201,904.22","261,166.30",315.692
OW03,"202,258.53","261,512.19",314.826
OW04,"202,583.11","261,859.29",314.527
OW05,"202,943.07","262,234.56",313.244
OW06,"203,325.49","262,615.77",310.698
OW07,"203,613.35","262,948.60",310.594
OW08,"203,925.92","263,319.44",307.978
OW09,"204,264.01","263,707.93",303.94
OW10,"204,537.97","264,102.07",301.692
OW11,"204,820.52","264,538.60",298.072
OW12,"205,061.67","264,947.85",296.75
OW13,"205,275.85","265,394.09",314.197
OW14,"205,425.63","265,871.03",295.585
OW15,"205,621.89","266,339.66",294.357
OW16,"205,852.84","266,803.12",295.82
OW17,"206,073.60","267,212.38",297.261
OW18,"206,297.13","267,665.23",294.344
OW19,"201,902.23","270,120.54",292.575
