profile_name,Origin_X,Origin_Y,Azimuth,Project,,NSOrder,,Station,,Street,Town,ProjDuneEl,ProjBermEl,ProjBermW,ClosureDep,MHW_Elev,MLW_Elev,StormLine,CSDPLine,
BI22,"531,577.600","209,756.600",129.100,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,6,6,40+00,4000,4th St N,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI23,"531,256.800","209,373.900",127.400,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,7,7,45+00,4500,2nd St N,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI24,"530,953.100","208,976.700",128.200,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,8,8,50+00,5000,Vernon Pl,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI25,"530,649.400","208,579.500",127.400,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,9,9,55+00,5500,2nd St S,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI26,"530,345.700","208,182.300",127.400,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,10,10,60+00,6000,4th St S,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI27,"530,030.200","207,795.100",132.800,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,11,11,65+00,6500,6th St S,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI28,"529,690.700","207,428.000",132.800,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,12,12,70+00,7000,8th St S,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI29,"529,351.200","207,060.900",132.800,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,13,13,75+00,7500,10th St S,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI30,"529,011.800","206,693.800",132.800,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,14,14,80+00,8000,12th St S,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI31,"528,600.000","206,257.600",135.200,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,15,15,85+00,8500,14th St S,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI32,"528,310.600","205,981.500",136.300,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,16,16,90+00,9000,16th St S,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI33,"527,948.900","205,636.300",136.300,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,17,17,95+00,9500,18th St S,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI34,"527,587.200","205,291.100",136.300,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,18,18,100+00,10000,20th St S,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI35,"527,063.900","204,858.900",137.400,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,19,19, NA,,22nd St S,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI36,"526,335.300","204,285.400",140.400,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,20,20, NA,,26trh St S,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI37,"525,535.200","203,685.800",142.500,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,21,21, NA,,30th St S,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI38,"524,735.000","203,086.100",142.800,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,22,22, NA,,34th St S,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI39,"523,934.900","202,486.500",143.700,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,23,23, NA,,38th St S,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI40,"523,134.800","201,886.800",143.700,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,24,24, NA,,42nd St S,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI41,"522,081.300","201,211.000",143.700,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,25,25, NA,,Rainbow Dr,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI42,"520,608.500","200,266.000",147.300,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,26,26, NA,,Club Dr,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,No,
BI43,"519,518.400","198,986.000",147.100,"Brigantine Inlet to Great Egg Harbor Inlet, Brigantine Island, NJ",3,27,27, NA,,Surf Ln,"Brigantine, NJ",10.00,6.00,20.00,-25.00,1.3,-2.9,No,Yes,
AB051,"517,566.960","193,823.780",147.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,1,1,2+50,250,Absecon Inlet,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB001,"517,495.340","193,584.110",147.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,2,2,5+00,500,Absecon Inlet,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,Yes,
AB052,"517,262.370","192,936.560",149.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,3,3,12+00,1200,Vermont Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB002,"516,979.310","192,730.630",150.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,4,4,15+50,1550,Rhode Island Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB053,"516,655.680","192,495.610",150.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,5,5,19+50,1950,Metropolitan Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB054,"516,450.380","192,353.160",151.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,6,6,22+00,2200,Ocean Casino,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB003,"516,217.750","192,206.440",152.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,7,7,24+75,2475,Connecticut Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB055,"515,858.270","191,979.790",153.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,8,8,29+00,2900,New Jersey Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB004,"515,435.280","191,713.120",153.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,9,9,34+00,3400,State Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB005,"514,990.900","191,484.540",154.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,10,10,39+00,3900,Hard Rock Casino,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB006,"514,543.360","191,261.590",154.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,11,11,44+00,4400,Pennsylvania Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB056,"514,364.350","191,172.500",154.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,12,12,46+00,4600,Resorts Casino Hotel,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB007,"514,095.530","191,039.250",155.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,13,13,49+00,4900,North Carolina Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB008,"513,642.990","190,826.620",156.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,14,14,54+00,5400,Ocean Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB009,"513,099.950","190,571.470",157.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,15,15,60+00,6000,New York Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB010,"512,630.390","190,408.900",158.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,16,16,65+00,6500,Kentucky Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB011,"512,142.030","190,301.640",159.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,17,17,70+00,7000,MLK Blvd,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB012,"511,653.670","190,194.380",159.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,18,18,75+00,7500,Park Place,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB013,"511,195.930","189,994.600",159.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,19,19,80+00,8000,Michigan Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB014,"510,268.580","189,627.890",158.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,20,20,90+00,9000,Missouri Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB015,"509,785.060","189,500.580",158.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,21,21,95+00,9500,Boardwalk Hall,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB016,"509,306.080","189,359.500",158.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,22,22,100+00,10000,Boardwalk Hall,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB017,"508,378.210","188,986.710",157.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,23,23,110+00,11000,California Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB018,"507,464.650","188,580.000",156.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,24,24,120+00,12000,Morris Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB019,"506,556.250","188,161.910",155.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,25,25,130+00,13000,Sovereign Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB020,"505,669.130","187,702.390",150.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,26,26,140+00,14000,AC Beach Patrol Hut,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB021,"504,806.810","187,196.130",149.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,27,27,150+00,15000,John A Seedorf Ln,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB022,"503,950.170","186,680.220",149.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,28,28,160+00,16000,Richmond Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB023,"503,091.370","186,168.170",149.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,29,29,170+00,17000,Kingston Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,No,
AB024,"502,216.390","185,684.060",149.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,30,30,180+00,18000,Jackson Ave,"Atlantic City, NJ",14.75,7.25,75.00,-20.00,1.57,-2.44,No,Yes,
AB025,"501,355.050","185,176.040",149.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,31,31,190+00,19000,Nashville Ave,"Vetnor, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB026,"500,491.980","184,670.950",149.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,32,32,200+00,20000,Victoria Ave,"Vetnor, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB027,"499,635.120","184,155.540",148.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,33,33,210+00,21000,Oxford Ave,"Vetnor, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB028,"498,786.730","183,626.210",148.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,34,34,220+00,22000,Derby Ave,"Vetnor, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB029,"498,313.720","183,326.460",148.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,35,35,225+60,22560,Cambridge Ave,"Vetnor, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB030,"497,092.720","182,563.060",148.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,36,36,240+00,24000,New Haven Ave,"Vetnor, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB031,"496,244.500","182,033.420",148.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,37,37,250+00,25000,Newark Ave,"Vetnor, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB032,"495,396.580","181,503.300",148.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,38,38,260+00,26000,Baltimore Ave,"Vetnor, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB033,"494,516.040","181,033.010",147.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,39,39,270+00,27000,Andover Ave,"Margate, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,Yes,
AB034,"493,388.930","180,225.160",147.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,40,40,284+00,28400,Essex Ave,"Margate, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB035,"492,858.680","179,944.390",147.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,41,41,290+00,29000,Gladstone Ave,"Margate, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB036,"492,027.260","179,392.890",146.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,42,42,300+00,30000,Iroquois Ave,"Margate, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB037,"491,218.580","178,804.660",145.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,43,43,310+00,31000,Mansfield Ave,"Margate, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB038,"490,403.840","178,224.960",145.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,44,44,320+00,32000,Rumson Ave,"Margate, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB039,"489,569.560","177,673.610",145.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,45,45,330+00,33000,Vendome Ave,"Margate, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB040,"488,716.660","177,151.680",145.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,46,46,340+00,34000,Washington Ave,"Margate, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB041,"487,896.530","176,582.530",144.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,47,47,350+00,35000,Monroe Ave,"Margate, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB042,"487,104.320","175,972.310",143.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,48,48,360+00,36000,34th Ave,"Longport, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB043,"486,337.600","175,332.200",139.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,49,49,370+00,37000,31st Ave,"Longport, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB044,"485,605.900","174,650.580",137.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,50,50,380+00,38000,28th Ave,"Longport, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB045,"484,890.530","173,951.880",137.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,51,51,390+00,39000,24th Ave,"Longport, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB046,"484,160.380","173,268.740",137.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,52,52,400+00,40000,21st Ave,"Longport, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB047,"483,424.730","172,591.370",137.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,53,53,410+00,41000,17th Ave,"Longport, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB048,"482,734.580","171,868.170",137.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,54,54,420+00,42000,14th Ave,"Longport, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
AB049,"482,324.900","171,429.810",137.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,55,55,426+00,42600,12th Ave,"Longport, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,Yes,
AB050,"481,685.640","171,287.630",177.000,"Brigantine Inlet to Great Egg Harbor Inlet, Absecon Island, NJ",4,56,56,433+50,43350,Great Egg Inlet,"Longport, NJ",12.75,7.25,20.00,-20.00,1.57,-2.44,No,No,
OC100,"476,538.965","168,646.010",60.430,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,1,1,26,,Newcastle Rd.,"Ocean City, NJ",0.00,0.00,0.00,0.00,1.58,-2.54,No,No,
OC101,"476,733.236","168,338.670",44.550,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,2,2,81,,Wesley Rd.,"Ocean City, NJ",0.00,0.00,0.00,0.00,1.58,-2.54,No,No,
OC102,"476,849.890","168,126.010",61.040,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,3,3,37,,Seacrest Rd.,"Ocean City, NJ",0.00,0.00,0.00,0.00,1.58,-2.54,No,No,
OC103,"476,966.627","167,912.876",44.550,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,4,4,-7,,Seacliff Rd.,"Ocean City, NJ",0.00,0.00,0.00,0.00,1.58,-2.54,No,No,
OC104,"477,240.724","167,461.589",42.900,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,5,5,94,,Seaview Rd.,"Ocean City, NJ",0.00,0.00,0.00,0.00,1.58,-2.54,No,No,
OC105,"477,307.572","167,167.624",87.170,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,6,6,2+69,,Waverly St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,Yes,
OC105,"477,307.572","167,167.624",87.170,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,6,6,2+69,,Waverly St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC106,"477,144.765","166,375.955",98.860,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,7,7,11+00,,Seabright Rd.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC107,"477,005.466","165,699.373",104.030,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,8,8,18+00,,Pinnacle Rd.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC108,"476,895.743","165,315.532",104.030,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,9,9,22+00,,Ocean Rd.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC109,"476,698.936","165,042.756",128.210,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,10,10,26+00,,Atlantic Blvd.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,Yes,
OC110,"476,207.864","164,411.205",128.210,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,11,11,34+00,,Gardens Rd.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC111,"475,854.270","163,735.480",130.910,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,12,12,41+50,,Stenton Pl.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC112,"475,280.640","163,073.570",135.150,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,13,13,50+26,,2nd St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC113,"474,703.610","162,459.630",135.150,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,14,14,58+70,,Park Pl.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC114,"474,312.590","162,101.340",137.470,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,15,15,64+00,,Brighton Pl.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC115,"473,826.190","161,763.640",154.310,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,16,16,70+00,,btw 5th & 6th St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC116,"473,377.999","161,539.799",152.500,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,17,17,75+00,,btw 6th & 7th St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,Yes,
OC117,"472,666.000","161,169.670",155.730,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,18,18,83+00,,btw Plymouth Pl & 8th St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC118,"472,212.910","160,965.240",155.730,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,19,19,88+00,,Moorlyn Ter.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC119,"471,756.920","160,759.660",155.730,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,20,20,93+00,,btw 9th & 10th St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC120,"471,210.070","160,514.460",156.340,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,21,21,99+00,,10th St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC121,"470,842.960","160,353.640",156.340,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,22,22,103+00,,11th St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,Yes,
OC122,"470,116.630","160,019.830",149.000,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,23,23,111+00,,12th St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC123,"469,517.400","159,659.780",149.000,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,24,24,118+00,,btw 13th & 14th St.,"Ocean City, NJ",0.00,8.00,100.00,0.00,1.58,-2.54,No,No,
OC123,"469,517.400","159,659.780",149.000,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,24,24,118+00,,btw 13th & 14th St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC124,"469,015.140","159,331.160",143.960,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,25,25,124+00,,btw 14th & 15th St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC125,"468,692.020","159,096.060",143.960,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,26,26,128+00,,btw 15th & 16th St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC126,"467,883.430","158,507.980",143.960,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,27,27,138+00,,17th St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC127,"467,473.610","158,159.620",137.110,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,28,28,143+37,,18th St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC128,"467,120.660","157,861.460",139.690,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,29,29,148+00,,19th St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC129,"466,358.070","157,214.480",139.690,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,30,30,158+00,,btw 20th & 21st St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC130,"465,787.210","156,667.660",137.110,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,31,31,165+92,,22nd St.,"Ocean City, NJ",0.00,8.00,100.00,0.00,1.58,-2.54,No,No,
OC131,"465,290.560","156,162.320",134.490,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,32,32,173+00,,btw 23rd & 24th St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC132,"464,589.880","155,448.940",134.490,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,33,33,183+00,,25th St.,"Ocean City, NJ",0.00,8.00,100.00,0.00,1.58,-2.54,No,No,
OC133,"463,866.510","154,689.050",130.110,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,34,34,193+50,,27th St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC134,"463,221.510","153,991.540",132.740,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,35,35,203+00,,btw 28th & 29th St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC135,"462,542.870","153,257.100",132.740,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,36,36,213+00,,btw 30th & 31st St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC136,"461,875.070","152,512.300",131.440,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,37,37,223+00,,btw 32nd & 33rd St.,"Ocean City, NJ",0.00,8.00,100.00,0.00,1.58,-2.54,No,No,
OC136,"461,875.070","152,512.300",131.440,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,37,37,223+00,,btw 32nd & 33rd St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,No,
OC137,"461,213.230","151,762.690",131.440,"Great Egg Harbor and Peck Beach (Ocean City), NJ",5,38,38,233+00,,34th St.,"Ocean City, NJ",0.00,6.75,100.00,0.00,1.58,-2.54,No,Yes,
